Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
restaurant_death_1_prevented_6976147a	l	I suppose that makes sense, I am allergic to quite a few things.	game/script/deaths.rpy	92	l "[what]"
restaurant_death_1_prevented_9f014363	l	When I was a kid I once ate a few peanuts while I was watching Dumbo, I felt my throat swell and I thought I was becoming a little elephant, just like Dumbo.	game/script/deaths.rpy	93	l "[what]"
restaurant_death_1_prevented_75e601af	l	I ran to my parents and said:"Look mommy, look daddy! I can fly!" and then I started using my hands to flap my ears around like Dumbo.	game/script/deaths.rpy	94	l "[what]"
restaurant_death_1_prevented_9bbb12f3	l	At that point I was pretty swollen so it was a good thing my parents saw me, we went to the hospital as fast as we could and the kind doctors really helped me out.	game/script/deaths.rpy	95	l "[what]"
restaurant_death_1_prevented_96e530a5	l	When I finally was allowed to go home from the hospital my parents gave me a Dumbo plushie to always remember the story.	game/script/deaths.rpy	96	l "[what]"
restaurant_death_1_prevented_56a43137	l	And I can say that I still remember it like it was yesterday, the same counts for my mom, she keeps joking about it to this day.	game/script/deaths.rpy	97	l "[what]"
restaurant_death_1_prevented_d4db12f5	n	Lilith lets out a huge laugh as she looks at you.	game/script/deaths.rpy	98	n "[what]"
restaurant_death_1_prevented_2bc142d1	n	Suddenly she stops, you see a look of worry in her eyes.	game/script/deaths.rpy	99	n "[what]"
restaurant_death_1_prevented_6426cea6	l	Oh sorry, I'm ranting again aren't I?	game/script/deaths.rpy	100	l "[what]"
restaurant_death_1_prevented_4b130c54	l	I'm sorry, it's just that when I start talking it's pretty hard for me to stop, what were we talking about again?	game/script/deaths.rpy	101	l "[what]"
restaurant_death_1_prevented_cc4a7e51	l	Oh yeah, the supposed allergy I would have if I ate that Peking duck.	game/script/deaths.rpy	102	l "[what]"
restaurant_death_1_prevented_965df56d	l	How would you even know? I mean, I checked the ingredients on the list and as far as I'm aware I'm not allergic to any of those.	game/script/deaths.rpy	103	l "[what]"
restaurant_death_1_prevented_32d622ec	l	So let's say that there's something in this dish that I'm really allergic to but I don't know it yet, how would you know that?	game/script/deaths.rpy	104	l "[what]"
restaurant_death_1_prevented_f4e0c3b4		restaurant_death_1_prevented error.	game/script/deaths.rpy	106	"[what]"
restaurant_death_2_25a170b2	n	Suddenly a inmense sensation of pain overwhelms you, the only thing you can see is a glimpse of pure white and an eternity of black.	game/script/deaths.rpy	115	n "[what]"
restaurant_death_2_ff666f4b	n	When you awaken you find yourself surrounded by doctors, they tell you that with the force of sheer luck the stray bullet that would've hit Lilith managed to cause a gas leak.	game/script/deaths.rpy	116	n "[what]"
restaurant_death_2_4dc5e7f9	n	The gas explosion that followed was quite severe, you were in a coma and had to have your wounds cleaned with some surgical procedures.	game/script/deaths.rpy	117	n "[what]"
restaurant_death_2_89e2d7af	n	After a week you got out of your coma, Lilith however didn't have such luck.	game/script/deaths.rpy	118	n "[what]"
restaurant_death_2_31c5e474	n	The doctors tell you that she atleast went out pretty quickly, almost like dying in your sleep but with more explosions.	game/script/deaths.rpy	119	n "[what]"
restaurant_death_2_351f25e1	n	Suddenly you begin to hear the sound of shattering glass.	game/script/deaths.rpy	123	n "[what]"
restaurant_death_2_248dc753	n	As you turn to look at the source of the sound you can see that the aquarium next to where Lilith was sitting has shattered.	game/script/deaths.rpy	124	n "[what]"
restaurant_death_2_0270e56c	n	The water is gushing out rapidly and it does not seem to be planning to stop.	game/script/deaths.rpy	125	n "[what]"
restaurant_death_2_ff6e96cc	n	It seems as if somehow the marlin must have made a crack form.	game/script/deaths.rpy	126	n "[what]"
restaurant_death_2_4e91cd47	n	You think about the pure shenanigans that were needed to even make this exact thing happen but you are soon interrupted by the water flowing past your shoes with some fish coming along for the ride.	game/script/deaths.rpy	127	n "[what]"
restaurant_death_2_e7aba68e	l	Quick [name], we need to do something!	game/script/deaths.rpy	128	l "[what]"
restaurant_death_2_1c1309ac	n	You give Lilith a firm hug and tell her that there's nothing else you two can do except for waiting.	game/script/deaths.rpy	130	n "[what]"
restaurant_death_2_e81be0cc	l	If I have to go now I atleast get some comfort out of the fact that you are here for me.	game/script/deaths.rpy	132	l "[what]"
restaurant_death_2_ef275f0d	l	Goodbye [name], thank you for everything.	game/script/deaths.rpy	133	l "[what]"
restaurant_death_2_e4335266	n	And so the both of you wait, in eachothers arms, for certain death. And it comes as expected.	game/script/deaths.rpy	136	n "[what]"
restaurant_death_2_e39744b8	n	You try to open the main exit of the restaurant but it doesn't seem to be giving in, almost as if something is blocking it.	game/script/deaths.rpy	140	n "[what]"
restaurant_death_2_76e7ee37	n	Quick! Maybe we can still go to the first floor, we need to go higher!	game/script/deaths.rpy	141	n "[what]"
restaurant_death_2_7cc98c48	n	Pretty much without any other option you two decide to make a rush for the first floor of the restaurant. When you turn around the corner you see that the stairs are blocked of by an extremely large closet made out of lignum vitae, you can not carry that, all you can do is admire the craftmanship.	game/script/deaths.rpy	142	n "[what]"
restaurant_death_2_1c1309ac_1	n	You give Lilith a firm hug and tell her that there's nothing else you two can do except for waiting.	game/script/deaths.rpy	144	n "[what]"
restaurant_death_2_33e5ec82	n	And so the both of you wait, in eachothers arms, for certain death. And it surely came.	game/script/deaths.rpy	145	n "[what]"
restaurant_death_2_8bcae6ae	n	Suddenly you hear the faint sound of quacking.	game/script/deaths.rpy	150	n "[what]"
restaurant_death_2_69174243	n	The sound of the quacking steadily grows louder and louder untill it's all you can hear.	game/script/deaths.rpy	151	n "[what]"
restaurant_death_2_f630b9a1	n	A true quackophony if you will.	game/script/deaths.rpy	152	n "[what]"
restaurant_death_2_d781c2d7	n	Lilith looks over your shoulder with a frightend look in her eyes.	game/script/deaths.rpy	153	n "[what]"
restaurant_death_2_4811295f	n	When you turn around you see a wave of angry geese breaking through the doors of the once cozy Chinese restaurant, the staff is running around in sheer panic.	game/script/deaths.rpy	154	n "[what]"
restaurant_death_2_486f1986	n	Before you can make another sound everything turns to white, the white of pesky geese feathers.	game/script/deaths.rpy	155	n "[what]"
restaurant_death_2_b934ae15	n	The pain you are experiencing is too much and you fall unconscious.	game/script/deaths.rpy	156	n "[what]"
restaurant_death_2_0fea2850	n	When you wake up again all the cutomers and staff have dissapeared, including Lilith.	game/script/deaths.rpy	157	n "[what]"
restaurant_death_2_377c907f	n	The room is completely filled to the brim with geese feathers, you begin to sneeze just thinking about that.	game/script/deaths.rpy	158	n "[what]"
restaurant_death_2_6e8c3aec	n	While you are sneezing you notice that someone put a sticky note on your hand.	game/script/deaths.rpy	159	n "[what]"
restaurant_death_2_6884bddd	n	It reads a as following: "We took everyone and you won't be seeing them back, let this be a lesson on why you should not eat or serve geese or ducks, as those are also part of our family. - Sincerely, the geese"	game/script/deaths.rpy	160	n "[what]"
car_death_d54071fa		Filler for now...	game/script/deaths.rpy	167	"[what]"
car_death_1646ac02	n	Lilith leaves the burger restaurant, you rush after her in an effort to calm her down. This time there is no red Sedan in sight, it seems as if the cops handled it well.	game/script/deaths.rpy	183	n "[what]"
car_death_e4844795	n	However, just as you're processing that your mind wanders to the gas explosion that always appears arround this time.	game/script/deaths.rpy	185	n "[what]"
car_death_aa794a20	n	It was probably not a good idea to come here.	game/script/deaths.rpy	186	n "[what]"
car_death_5cfddc90	n	Lilith leaves the burger restaurant, you rush after her in an effort to calm her down. 	game/script/deaths.rpy	190	n "[what]"
car_death_ea3d6e10	n	When you set one foot outside of the doorframe a red Sedan drives head first into the both of you.	game/script/deaths.rpy	191	n "[what]"
car_death_adc079d8	n	Luckily you managed to get flung to the side somehow. Lilith however was not so lucky.	game/script/deaths.rpy	192	n "[what]"
car_death_4cb6e739	n	She died on impact when the speeding car hit her.	game/script/deaths.rpy	193	n "[what]"
car_death_f01d8afc	n	Atleast the police showed up due to your call and locked the drunkard up.	game/script/deaths.rpy	194	n "[what]"
car_death_344d07f2	n	If only they managed to come a tiny bit earlier. It was probably not the best idea to go here with Lilith when the car is still on the loose.	game/script/deaths.rpy	195	n "[what]"
car_death_29d078ab	n	Lilith leaves the chinese restaurant, you rush after her in an effort to calm her down. This time there is no red Sedan in sight, it seems as if the cops handled it well.	game/script/deaths.rpy	201	n "[what]"
car_death_0fc0fe23	l	Why are you following me [name]? I want to be alone.	game/script/deaths.rpy	203	l "[what]"
car_death_6ceec255	n	And with that Lilith leaves, you never saw her again. Not this time anyway. Atleast she didn't seem to get killed by anything on her way back home.	game/script/deaths.rpy	204	n "[what]"
car_death_bc71d469	n	You should probably get her to trust you somehow.	game/script/deaths.rpy	205	n "[what]"
car_death_e063340e	n	Lilith leaves the [resname], you can not bare seeing what happens next so you decide to stay inside. Even from inside you can still hear the car crash into her.	game/script/deaths.rpy	212	n "[what]"
car_death_f940376d	n	Lilith leaves the [resname], you rush after her in an effort to calm her down. When you set one foot outside of the doorframe a red Sedan drives head first into the both of you.	game/script/deaths.rpy	218	n "[what]"
car_death_adc079d8_1	n	Luckily you managed to get flung to the side somehow. Lilith however was not so lucky.	game/script/deaths.rpy	220	n "[what]"
car_death_4cb6e739_1	n	She died on impact when the speeding car hit her.	game/script/deaths.rpy	221	n "[what]"
kokiri_death_1_09b1bc6e		Filler	game/script/deaths.rpy	228	"[what]"
kokiri_death_1_ce47bbef	n	Lilith stops talking for a moment as she begins staring at the star-filled night, it seems like something has drawn her attention away from you.	game/script/deaths.rpy	231	n "[what]"
kokiri_death_1_ac849ac2	n	A gasp of amazement escapes her mouth.	game/script/deaths.rpy	233	n "[what]"
kokiri_death_1_b2136792	l	You really need to see this, it's absolutely stunning!	game/script/deaths.rpy	234	l "[what]"
kokiri_death_1_19bc1bdc	n	The sky now is completly filled with falling stars, you've never seen so many falling stars in your entire life, let alone all together.	game/script/deaths.rpy	235	n "[what]"
kokiri_death_1_cb84baeb	n	However, one point seems to be getting bigger and bigger, it doesn't seem to be a star as it's not sending out any light.	game/script/deaths.rpy	236	n "[what]"
kokiri_death_1_3b4f7e95	n	The both of you watch in absolute terror as the thing only starts to get closer, becoming larger, in an alarming rate. 	game/script/deaths.rpy	241	n "[what]"
kokiri_death_1_aa8e4a89	n	Before you can move away the meteorite smashes Lilith like a newspaper would smash a fly, miraculously it didn't even hit you.	game/script/deaths.rpy	242	n "[what]"
kokiri_death_1_b51f580d		The meteorite can't kill her because she is sitting somewhere else, FILLER	game/script/deaths.rpy	248	"[what]"
kokiri_death_1_prevented_10f3b312	n	As she moves to the other side of the blanket, to your left, a meteorite crashes down just where she was sitting before.	game/script/deaths.rpy	253	n "[what]"
kokiri_death_1_prevented_918abf4f	l	Sorry, I can't get used to all this death stuff, even when I know it's coming.	game/script/deaths.rpy	254	l "[what]"
kokiri_death_2_d25d03a1	n	Suddenly you notice a strange sound.	game/script/deaths.rpy	264	n "[what]"
kokiri_death_2_b13fa562	n	A red sedan speeds towards the both of you with a frightening speed. Fight, flight or freeze. You have three options.	game/script/deaths.rpy	265	n "[what]"
kokiri_death_2_77ef05fa	n	You would like to think you would pick fight and push Lilith out of the way, somehow escaping at the same time.	game/script/deaths.rpy	266	n "[what]"
kokiri_death_2_6ae18de1	n	And yet you instinctively pick flight as you jump away from the car.	game/script/deaths.rpy	268	n "[what]"
kokiri_death_2_10dcd360	n	Sadly it seems Lilith did not do the same, she instead froze.	game/script/deaths.rpy	269	n "[what]"
kokiri_death_2_1c3c2573	n	And now she is forever frozen as she lays there on the floor, unmoving.	game/script/deaths.rpy	271	n "[what]"
kokiri_death_2_452b88df	n	You call an ambulance with shaking hands. Your suspicion was proven true by the paramedics, she was dead as soon as that car hit her.	game/script/deaths.rpy	273	n "[what]"
kokiri_death_2_prevented_cf93fc5c	n	You tell Lilith about how the red Sedan would've hit her if you wouldn't have called the police.	game/script/deaths.rpy	277	n "[what]"
kokiri_death_2_prevented_699853b6	l	I see... Well thank you for going through such efforts to help me!	game/script/deaths.rpy	278	l "[what]"
kokiri_death_2_prevented_4e1b31cb	n	Lilith gives you a big smile, a look of gratitude is plastered across her face.	game/script/deaths.rpy	280	n "[what]"
kokiri_death_2_prevented_triedEverything_8acd84f8	p	I tried everything I could think of Lilith.	game/script/deaths.rpy	286	p "[what]"
kokiri_death_2_prevented_triedEverything_13f17c0f	p	I've fled from death with you, even going as far as flying away from the earth with a spaceship only for reality itself to collapse.	game/script/deaths.rpy	287	p "[what]"
kokiri_death_2_prevented_triedEverything_eaa747e0	p	I might have been selfish, in one timeline you end up with a guy called Ron and you two just have a great time together.	game/script/deaths.rpy	289	p "[what]"
kokiri_death_2_prevented_triedEverything_64d5a546	p	But that wasn't enough for me, I want to go on this date and have you come out of it alive and well.	game/script/deaths.rpy	290	p "[what]"
kokiri_death_2_prevented_triedEverything_399831dd	p	I just want to share a nice, enjoyable date with you.	game/script/deaths.rpy	291	p "[what]"
kokiri_death_2_prevented_triedEverything_762b48a3	n	Lilith points at the village, the sun is setting once again.	game/script/deaths.rpy	292	n "[what]"
kokiri_death_2_prevented_triedEverything_ab0193f7	l	With such a marvelous view I would surely call this a nice, enjoyable date.	game/script/deaths.rpy	293	l "[what]"
kokiri_death_2_prevented_triedEverything_e3069ba6	n	She cuddles up to you.	game/script/deaths.rpy	294	n "[what]"
kokiri_death_2_prevented_triedEverything_07e25247	l	Thanks for going on this date with me! I'm having a really good time so far!	game/script/deaths.rpy	295	l "[what]"
kokiri_death_2_prevented_triedEverything_f576e634	l	You know, I've been thinking...	game/script/deaths.rpy	296	l "[what]"
kokiri_death_2_prevented_triedEverything_ab54c06c	l	If I'm going to die soon then what's stopping you from quitting this game? Or would I just lose consciousnes, like I'm dying?	game/script/deaths.rpy	297	l "[what]"
kokiri_death_2_prevented_triedEverything_3a2ad5cd	l	I'm not sure if there's a way to tell. What do you think?	game/script/deaths.rpy	298	l "[what]"
kokiri_death_2_prevented_triedEverything_035879d5	l	That's rather reassuring.	game/script/deaths.rpy	302	l "[what]"
kokiri_death_2_prevented_triedEverything_a1410c34	l	Since we're in a video game there's only so much dialogue I can tell you and only as many places we can go to as are programmed into it.	game/script/deaths.rpy	303	l "[what]"
kokiri_death_2_prevented_triedEverything_1fad8237	l	But if you could break the boundaries through whatever creative outlet you have then there would essentially be thousands upon thousands of stories about us that you could give life. 	game/script/deaths.rpy	304	l "[what]"
kokiri_death_2_prevented_triedEverything_4b893757	l	The best part would be that you decide how they play out.	game/script/deaths.rpy	305	l "[what]"
kokiri_death_2_prevented_triedEverything_b987279e	l	She pauses for a moment and then continues.	game/script/deaths.rpy	306	l "[what]"
kokiri_death_2_prevented_triedEverything_5a223dd3	l	We tend to create these new worlds all the time, sometimes even without realising it. When you are thinking about what the next season of your favourite show will be about then you're technically creating an entire new world where the show's characters go through your story. And who's to say wich version is the superior one? Afterall, they're both telling a story, personally I think that's absolutely beautiful. So let's try to do just that!	game/script/deaths.rpy	307	l "[what]"
kokiri_death_2_prevented_triedEverything_38c32d94	n	Lilith hugs you for a long period of time, you feel her warmth as it reaches your cold body.	game/script/deaths.rpy	311	n "[what]"
kokiri_death_2_prevented_triedEverything_b4496458	n	And yet, it's not really your body, right?	game/script/deaths.rpy	312	n "[what]"
kokiri_death_2_prevented_triedEverything_e491fa11	n	More so the body you channel yourself through.	game/script/deaths.rpy	313	n "[what]"
kokiri_death_2_prevented_triedEverything_323e1ec6	n	Your avatar's body.	game/script/deaths.rpy	314	n "[what]"
kokiri_death_2_prevented_triedEverything_5f21c03f	n	There's a layer of separation you are trying so hard to ignore.	game/script/deaths.rpy	315	n "[what]"
kokiri_death_2_prevented_triedEverything_4cb0f0be	n	But what if you didn't have to ignore it?	game/script/deaths.rpy	316	n "[what]"
kokiri_death_2_prevented_triedEverything_9282b65b	n	What if it wasn't there at all?	game/script/deaths.rpy	317	n "[what]"
kokiri_death_2_prevented_triedEverything_050bd8c8	l	So... has it already happened? Are you now making our story?	game/script/deaths.rpy	318	l "[what]"
kokiri_death_2_prevented_triedEverything_f2988679	n	Lilith looks at you with a puzzled look on her face.	game/script/deaths.rpy	321	n "[what]"
kokiri_death_2_prevented_triedEverything_ccad7ebf	l	Oh, why haven't you started yet? Just picture us in your mind and tell the story you'd like to live through.	game/script/deaths.rpy	322	l "[what]"
kokiri_death_2_prevented_triedEverything_ed4b76e5	n	It appears you got your wish, this path only leads to death. 	game/script/deaths.rpy	325	n "[what]"
kokiri_death_2_prevented_triedEverything_9197e36b	n	Lilith gives you a warm embrace and jumps up in the air after she stops hugging you.	game/script/deaths.rpy	329	n "[what]"
kokiri_death_2_prevented_triedEverything_800e17e9	l	Perfect! So now we can just do whatever we want without having to fear being killed right?	game/script/deaths.rpy	330	l "[what]"
kokiri_death_2_prevented_triedEverything_e7251d59	n	Just as you said that something kills Lilith since you lied to her and were actually still in the game that has a habbit of killing her of.	game/script/deaths.rpy	333	n "[what]"
kokiri_death_2_prevented_triedEverything_c0f00977	l	And I just know that you will succeed, I got a good feeling about it.	game/script/deaths.rpy	349	l "[what]"
kokiri_death_2_prevented_youWereHappyWithRon_138eede4	l	Well, I am spending this moment with you, not with this "Ron".	game/script/deaths.rpy	357	l "[what]"
kokiri_death_2_prevented_youWereHappyWithRon_4e21f8e2	n	Lilith places her hand on your arm and rubs it softly.	game/script/deaths.rpy	358	n "[what]"
kokiri_death_2_prevented_youWereHappyWithRon_db7c9fb3	l	It is sweet that you care about me enough to worry about those sorts of things but I would rather not have you worry about them.	game/script/deaths.rpy	359	l "[what]"
kokiri_death_2_prevented_youWereHappyWithRon_7b731789	l	Besides, you made that version of me happy with Ron and now you've made this version of me very happy with you.	game/script/deaths.rpy	360	l "[what]"
kokiri_death_2_prevented_youWereHappyWithRon_edee96c3	n	She flashes you a knowing smile.	game/script/deaths.rpy	361	n "[what]"
kokiri_death_2_prevented_youWereHappyWithRon_19b90c73	l	If you ask me you have succeeded.	game/script/deaths.rpy	362	l "[what]"
kokiri_death_2_prevented_youDiedATon_4db9c2e9	l	Oh, [name], it certainly has been a lot to wrap my head around but I never had to constantly deal with this whole scenario like you. I truly suppose ignorance is bliss.	game/script/deaths.rpy	365	l "[what]"
kokiri_death_2_prevented_youDiedATon_d388c28b	l	I can completely understand that you are dealing with a lot throughout this whole thing. I really don't blame you for trying to keep coming back.	game/script/deaths.rpy	366	l "[what]"
kokiri_death_2_prevented_youDiedATon_e79162c5	l	You are just trying to find a way out and I'm sure you'll find it. Your intentions are pure.	game/script/deaths.rpy	367	l "[what]"
kokiri_death_2_prevented_youDiedATon_25c24943	l	I don't blame you for anything [name], please don't blame yourself either.	game/script/deaths.rpy	368	l "[what]"
kokiri_death_2_prevented_youDiedATon_35797735	l	Afterall, is it worth it to live with me if you can't live with yourself?	game/script/deaths.rpy	369	l "[what]"
kokiri_pictureChoice_05112537	l	You know what? I want to show you something...	game/script/deaths.rpy	376	l "[what]"
kokiri_pictureChoice_da732e0f	n	Lilith stands up from the blanket, the meteor still laying on it, and extends her hand.	game/script/deaths.rpy	377	n "[what]"
kokiri_showpicture_883a5d18	n	You grab her hand and get up.	game/script/deaths.rpy	385	n "[what]"
kokiri_showpicture_6ecfd747	n	With your hand in hers she leads you to a very high tree surrounded by a bunch of smaller trees.	game/script/deaths.rpy	386	n "[what]"
kokiri_showpicture_e609784c	l	You are probably thinking why I am taking you here.	game/script/deaths.rpy	387	l "[what]"
kokiri_showpicture_5fec76b4	l	Well, I hid something... precious here.	game/script/deaths.rpy	388	l "[what]"
kokiri_showpicture_fde2a2d0	n	She looks at the big tree and the trees surrounding it, a smile growing on her face.	game/script/deaths.rpy	390	n "[what]"
kokiri_showpicture_3cea1ed1	n	She moves to the back of the big tree, and comes back with a small wooden box, decorated with red details.	game/script/deaths.rpy	391	n "[what]"
kokiri_showpicture_e99065c3	n	Then she takes of her necklace you somehow never noticed before, a key is dangling on it.	game/script/deaths.rpy	392	n "[what]"
kokiri_showpicture_149d5696	n	She uses the key to unlock the box and takes out a polaroid.	game/script/deaths.rpy	393	n "[what]"
kokiri_showpicture_c38914ba	n	The photo shows two adults,two small girls and a prebuscent boy on a beach. The children are all building a sandcastle together and the adults are smiling while watching them.	game/script/deaths.rpy	394	n "[what]"
kokiri_showpicture_5bfb7a01	l	This is a photo of our family at a day on the beach, those were the happy days...	game/script/deaths.rpy	395	l "[what]"
kokiri_showpicture_3f5b71c8	l	Even to this day I still have an afinity for the beach because it is linked to those happy days.	game/script/deaths.rpy	396	l "[what]"
kokiri_showpicture_10113af6	l	But I know i will never truly get them back, not like it used to be anyway..	game/script/deaths.rpy	397	l "[what]"
kokiri_showpicture_2b7f59e2	l	I still have Abigail and my mother of course, both of them are just so important to me and together we are trying to slowly but surely make new happy days.	game/script/deaths.rpy	398	l "[what]"
kokiri_showpicture_740caceb	l	But anyway, what I'm trying to say is that you have something special, a way to prevent me from dying and a whole boat-load of determination.	game/script/deaths.rpy	399	l "[what]"
kokiri_showpicture_3ed54e93	l	So don't feel guilty about your gift but use it to the fullest extent.	game/script/deaths.rpy	400	l "[what]"
kokiri_showpicture_01455873	n	Lilith gives you a lovely smile.	game/script/deaths.rpy	404	n "[what]"
kokiri_showpicture_e275dd63	l	Give it your best shot	game/script/deaths.rpy	405	l "[what]"
kokiri_death_3_09b1bc6e		Filler	game/script/deaths.rpy	411	"[what]"
kokiri_death_3_dfefcf56	n	Suddenly the earth begins to shake, in a flash the big tree Lilith is standing next to topples over right on top of her. The force of the tree kills her instantly.	game/script/deaths.rpy	417	n "[what]"
kokiri_death_3_prevented_0b4e476f	l	Oh I see, so it's safer on this hill?	game/script/deaths.rpy	422	l "[what]"
kokiri_death_4_hill_e95adf48	n	The ground begins to shake once again, this time it even shakes more than when Lilith showed you the picture. That's pretty strange considering it's the same earth-shaking.	game/script/deaths.rpy	440	n "[what]"
kokiri_death_4_hill_3419049d	l	What is happening [name]?	game/script/deaths.rpy	447	l "[what]"
kokiri_death_4_hill_87c46c2d	n	The fear in her voice is (palpapble?).	game/script/deaths.rpy	448	n "[what]"
kokiri_death_4_hill_995c2018		Suddenly you feel the hill shooting upwards. The increased force of the gravity is pinning you against the hill but not for long, you begin to roll off the hill and fall down in the middle of a lake close to where the hill used to sit. 	game/script/deaths.rpy	449	"[what]"
kokiri_death_4_hill_8237d26e	p	Lilith, it's safe in here, jump down!	game/script/deaths.rpy	450	p "[what]"
kokiri_death_4_hill_4e457ac9	l	I.... I can't... it's already too high...	game/script/deaths.rpy	451	l "[what]"
kokiri_death_4_hill_e402a1ab	n	She's right, you can barely hear her words anymore from that height.	game/script/deaths.rpy	452	n "[what]"
kokiri_death_4_hill_617eb21d	n	All you can do is float there, powerless, while you watch the hill and Lilith getting swallowed by the ink-black sky. As you do you notice that there are some sort of thrusters sticking out from the bottom of the hill.	game/script/deaths.rpy	453	n "[what]"
kokiri_death_4_hill_dieTogether_cd7d7fb9	l	Is this it, [name]?	game/script/deaths.rpy	457	l "[what]"
kokiri_death_4_hill_dieTogether_59582d13	n	You give a silent nod, as you do so you can feel her squeeze your hand even more as her's begins to tremble. Suddenly you feel the hill shooting upwards. The increased force of the gravity is pinning you against the hill but not for long, you begin start to slide off the hill.	game/script/deaths.rpy	458	n "[what]"
kokiri_death_4_hill_dieTogether_25c7efeb	n	You would probably have fallen if Lilith wasn't holding your hand with all of her strength. She pulls you up slowly, while she does so she has to look down at the rapidly shrinking forest and you can see the fear in her eyes.	game/script/deaths.rpy	460	n "[what]"
kokiri_death_4_hill_dieTogether_fcac8d44	l	Hold on [name], I got you and I'm not letting you go.	game/script/deaths.rpy	461	l "[what]"
kokiri_death_4_hill_dieTogether_905901a1	l	Phew, we 're really high... I'm getting dizzy but I must keep going... just a little bit longer...	game/script/deaths.rpy	463	l "[what]"
kokiri_death_4_hill_dieTogether_e5eccf07	n	She has managed to pull you up but it costed a lot of her strength.	game/script/deaths.rpy	465	n "[what]"
kokiri_death_4_hill_dieTogether_bfa9c1b5	n	The both of you flop down on the hill like a few moments ago, the only difference being that the hill is now soaring in the sky, oh and also that two of you are still holding hands.	game/script/deaths.rpy	466	n "[what]"
kokiri_death_4_hill_dieTogether_8eefa9eb	l	You know what's funny [name]? I felt more scared when I thought you were going to fall than I am now thinking about how I'm going to die. I suppose it's because if you fell I would have to go through this all alone.	game/script/deaths.rpy	467	l "[what]"
kokiri_death_4_hill_imWithYou_281a73b1	l	You know, the stars are absolutely beautiful from here. I have a feeling we'll be able to see them even closer soon.	game/script/deaths.rpy	475	l "[what]"
kokiri_death_4_hill_imWithYou_d79c6399	n	Lilith shudders as she speaks those words but when you look at her she tries her best to give you a smile.	game/script/deaths.rpy	476	n "[what]"
kokiri_death_4_hill_imWithYou_b3e4b011	n	Lilith was right, the hill flew up into space itself, probably to some far-off stars, not that the two of you would know as after fifteen seconds everything went black. You can only imagine the gruesome death the two of you suffered, that is if you weren't unconcious.	game/script/deaths.rpy	477	n "[what]"
kokiri_death_4_noHill_5292f52e	n	The earth begins shaking once again. The mechanical hill begins to ascend slowly, until it hovers above Lilith and you.	game/script/deaths.rpy	485	n "[what]"
kokiri_death_4_noHill_1e809542	n	A green pillar of light shoots out from inbetween the four thrusters at the bottom of the hill.	game/script/deaths.rpy	486	n "[what]"
kokiri_death_4_noHill_90cd7aea	n	The beam envelops the both of you and before you can do anything Lilith gets rapidly sucked into an opening of the hill that closes the moment she's inside. The hill begins ascending again, only this time much faster.	game/script/deaths.rpy	487	n "[what]"
kokiri_death_4_noHill_8f1b59e1	n	All you can do is stand there, powerless, while you watch the hill and Lilith getting swallowed by the ink-black sky.	game/script/deaths.rpy	488	n "[what]"
beach_deaths_09b1bc6e		Filler	game/script/deaths.rpy	503	"[what]"
other_deaths_09b1bc6e		Filler	game/script/deaths.rpy	507	"[what]"
phone_untoldstory_planeDeath_306cce2e	n	Just as she says that you hear a deafening noise come from your phone. It sounds like a sharp whisteling	game/script/deaths.rpy	513	n "[what]"
phone_untoldstory_planeDeath_6c465fb9	n	You try calling an ambulance to go to her house to make sure that she survives... 	game/script/deaths.rpy	515	n "[what]"
phone_untoldstory_planeDeath_2e956bb7	n	When the ambulance arrived there isn't much they could do, apparently a plane crashed on Lilith's house.	game/script/deaths.rpy	516	n "[what]"
phone_untoldstory_planeDeath_48f16567	n	Lilith has been living alone for a year or two now and she had no real neighbours, not any that weren't a few kilometres away from her atleast. Which means their houses didn't sustain any damage.	game/script/deaths.rpy	518	n "[what]"
phone_untoldstory_planeDeath_dcf59fa9	n	Sadly the same can't be said for both Lilith and most of the passengers of the plane...	game/script/deaths.rpy	519	n "[what]"
phone_untoldstory_planeDeath_39044f80	n	There were luckily survivors of the plane crash, of the 139 people on board 86 people survived, most of them had minor injuries but where otherwise physically fine, if not mentally scarred.	game/script/deaths.rpy	521	n "[what]"
phone_untoldstory_planeDeath_f93481c9	n	The event was all plastered over the news as soon as it happened, they followed it live as it (unfolded?) Lilith did not survive though, they had to remove the plane to even get to her body, the sight was horifying, they never mentioned what she looked like but you could hear it in their voice when they where on the phone.	game/script/deaths.rpy	522	n "[what]"
phone_planeDeath_09b1bc6e		Filler	game/script/deaths.rpy	530	"[what]"
gameOver_1c446a34	n	Game over	game/script/deaths.rpy	538	n "[what]"
gameOver_d9c5802d	n	Your date surely didn't go as planned.	game/script/deaths.rpy	540	n "[what]"
kokiri_start_6b29aeed	n	Lilith gasps for a second.	game/script/kokiri.rpy	4	n "[what]"
kokiri_start_4851f7c8	l	You mean the Kokiri woods? The same as I am thinking of right now?	game/script/kokiri.rpy	5	l "[what]"
kokiri_start_4a2b70dc	l	You know what, let's both go to the Kokiri woods, if we are at the same spot then I'll know for sure.	game/script/kokiri.rpy	6	l "[what]"
kokiri_start_3fa711c1	l	While you're at it, try taking some food you got laying around your house with you, we can make a picknick date out of it!	game/script/kokiri.rpy	7	l "[what]"
kokiri_start_83f24f73	n	Lilith giggles.	game/script/kokiri.rpy	8	n "[what]"
